distributor,product_name,revenue_ytd,units_ytd,txn_count
THRESHOLD,POWER MALE HORNY GOAT WEED W/OUT BOOSTER 60SG,28393.46,2204,1030
THRESHOLD,POWER TO SLEEP MAGNESIUM PM+FLOWER 60CAP,8162.0899999999965,1698,1053
THRESHOLD,POWER TO SLEEP PM 60SG,155000.51000000068,12233,5279
THRESHOLD,POWER TO SLEEP PM 6MG MELATONIN 60SG,25906.16000000005,1894,807
THRESHOLD,POWER TO SLEEP PM MELATONIN FREE 50SG,36089.28000000018,2632,1294
THRESHOLD,POWER TO SLEEP PM VALUE SIZE 120SG,113959.73000000001,4933,2077
THRESHOLD,PROACTIVE NITRIC OXIDE PWR BLOOD FLW BOOSTER 60SG,65081.920000000086,4577,1622
THRESHOLD,PROSTA STRONG 90SG,265776.3200000011,12185,5101
THRESHOLD,PROSTA STRONG RED 80SG,147020.31999999782,7684,3403
THRESHOLD,PROSTA STRONG VALUE SIZE 180SG,242354.17000000214,5753,2895
THRESHOLD,PURE DEFENSE MUSHROOM 8 IMMUNE SUPPORT 60SG,10163.359999999991,691,279
THRESHOLD,QUICK ENERGY RED MULTI 72SG,10153.789999999997,584,272
THRESHOLD,RAPID-ACTING TESTOSTERONE UP THERMO BURN-MAX 60CAP,10570.509999999995,522,256
THRESHOLD,RESPIRATORY CLEANSE & DEFENSE 60T,75466.11000000022,7562,2066
THRESHOLD,SENSUAL WOMAN ENDURANCE STRESS LIBIDO 60SG,59202.079999999754,3381,1746
THRESHOLD,SHATAVARI ROSE MIND & BODY FOR WOMEN 60CAPS,6786.829999999999,644,342
THRESHOLD,SLEEP FIT PM FAT BURNER 60CAPS,14333.300000000003,891,427
THRESHOLD,STEEL LIBIDO FOR MEN 75SG,69377.30999999995,4476,1834
THRESHOLD,STEEL LIBIDO FOR MEN VALUE SIZE 150SG,31966.30999999988,1021,627
THRESHOLD,STEEL LIBIDO FOR WOMEN 48SG,9930.12999999999,765,374
THRESHOLD,STEEL LIBIDO FOR WOMEN 75SG,76225.99999999996,4803,2604
THRESHOLD,STEEL LIBIDO MAX3 + NITRIC OXIDE BOOSTER 75SG,2081.31,112,38
THRESHOLD,STEEL LIBIDO MAX3 + NITRIC OXIDE BOOSTER 75SG ##V,899.77,45,19
THRESHOLD,STEEL LIBIDO PEAK TESTOSTERONE 75SG,73738.02000000002,4642,2337
THRESHOLD,STEEL LIBIDO PINK FOR WOMEN 60SG,22120.05000000003,1174,479
THRESHOLD,STEEL LIBIDO RED 75SG,243268.03999999422,15410,7076
THRESHOLD,STEEL LIBIDO RED VALUE SIZE 150SG,191210.7499999999,6783,3481
THRESHOLD,STORED FAT BELLY BURNER 60SG,164195.39999999892,13806,5328
THRESHOLD,STORED FAT BELLY BURNER PLUS CALORIE BURN GP 40SG,33901.910000000076,2508,951
THRESHOLD,STORED FAT BELLY BURNER VALUE SIZE 100SG,28713.63000000004,1489,612
THRESHOLD,STRESS DEFY BALANCED RELAXED CALM 84SG,39393.50999999999,1971,666
THRESHOLD,"STRESS-DEFY BALANCED, RELAXED, FOCUSED 30GUMMIES",3335.170000000001,421,211
THRESHOLD,STRESS DEFY SLEEP PM 50SG,7886.540000000003,426,221
THRESHOLD,SUNNY MOOD WITH 5 HTP 80SG,20277.439999999988,1129,439
THRESHOLD,SUNNY MOOD WITH RHODIOLA 75SG,82277.8500000001,4621,2246
THRESHOLD,SUPER CLEANSE 100T,47665.20999999972,4577,2105
THRESHOLD,SUPER CLEANSE 200T,53890.51999999997,3514,1077
THRESHOLD,TESTOSTERONE EXTRA FAT BURNER 60SG,136254.44,7731,3732
THRESHOLD,TESTOSTERONE MEGA BOOST RED 56SG,40934.479999999916,2316,1089
THRESHOLD,TESTOSTERONE MEGA BOOST RED 68SG,45073.02000000003,1993,878
THRESHOLD,TESTOSTERONE UP 60SG,110989.14999999924,5520,2723
THRESHOLD,TESTOSTERONE UP MAX3 + NITRIC OXIDE BOOSTER 60SG,1267.88,51,28
THRESHOLD,TESTOSTERONE UP PEAK PERFORMANCE 30GUMMIES,21058.39999999999,1844,694
THRESHOLD,TESTOSTERONE UP RED 32SG,14262.479999999992,1098,542
THRESHOLD,TESTOSTERONE UP RED 60SG,167879.58999999907,8107,3795
THRESHOLD,TESTOSTERONE UP RED VALUE SIZE 100SG,40230.63000000006,1170,585
THRESHOLD,TESTOSTERONE UP STRENGTH & SIZE 60SG,113809.12000000133,5173,2632
THRESHOLD,TESTOSTERONE UP VALUE SIZE 120SG,14427.989999999996,381,184
THRESHOLD,THERMO BURN STUBBORN FAT METABOLIZER 60SG,71546.92,4530,2297
THRESHOLD,TRIPLE BOOST CAFFEINE FREE ENERGY 75SG,26171.57999999995,1730,800
THRESHOLD,TRIPLE DIET FAT REDUCTION MAX ACCELERATOR 72SG,97656.06999999957,7000,3566
THRESHOLD,TRIPLE SOURCE MAGNESIUM + ASHWAGANDHA 60SG,138064.6200000008,9996,4005
THRESHOLD,TRIPLE TEA FAT BURNER 75SG,27540.44000000001,1685,891
THRESHOLD,TRIPLE TEA FAT BURNER 75SG ##V,295.04,18,11
THRESHOLD,TURBO-ENERGY LIBIDO-MAX RED 72CAP,5385.640000000002,1411,972
THRESHOLD,"TYPE I, II & III COLLAGEN PEPTIDES+ASTAX 60SG",6763.450000000001,463,204
THRESHOLD,"TYPE I, II & III COLLAGEN PEPTIDES+ASTAX 60SG ##V",36.72,2,2
THRESHOLD,ULTIMATE CLEANSE 120+120T,45619.380000000034,2272,725
THRESHOLD,URINARY CLEANSE & FLUSH 60C,21239.07999999995,2146,1030
THRESHOLD,VISION SHARP MULTI NUTRIENT EYE HEALTH 42SG,104012.78999999943,6525,3095
THRESHOLD,VITA C PLUS URGENT RESCUE 60SG,59842.629999999845,4783,2194
THRESHOLD,VITALITY & RECOVERY TESTOSTERONE UP MEN 60+ 60SG,57423.69000000007,2609,1096
THRESHOLD,VO2 MAX PERFORMANCE FAT BURNER 60SG,56404.18999999961,3002,1613
THRESHOLD,WEEKEND COLON FLUSH 16SG,1220.09,216,103
THRESHOLD,WHOLE BODY TURMERIC + CURCUMIN C3 COMPLEX 60SG,40168.900000000016,3117,1228
THRESHOLD,WHOLE BODY TURMERIC+ VALUE SIZE 120SG,31247.04000000006,1604,755
THRESHOLD,WOMEN'S 73 NUTRIENT MULTI 60SG,12352.55,1006,194
THRESHOLD,YOHIMBE PLUS MAXIMUM PERFORMANCE 100SG,70903.20000000007,4480,2247
UNFI,"",2037.7100000000003,146,33
UNFI,15-Day Weight Loss Support Cleanse & Flush 60ct,8413.11,781,204
UNFI,2-IN-1 Cleanse & Flush Weight Loss Support 60ct,264.12,20,4
UNFI,2-IN-1 Kidney & Liver Super Cleanse 60ct,411.67,25,6
UNFI,3-in-1 Joint Formula 90ct,873.24,42,16
UNFI,Advanced Absorption Mega B-Complex 60ct,318.96000000000004,26,4
UNFI,Aloe & Triphala Active-Cleanse and Probiotics 60ct,74.82,5,3
UNFI,Anti-Gas Digestive Enzymes 45ct,50,3,2
UNFI,Beet Root RED 60ct,866.8599999999999,51,15
UNFI,Biotin-6000 Strength & Protection 60ct,499.3,31,14
UNFI,Blood Sugar Balance Berberine-Body+Fat Burner 56ct,1721.8500000000001,86,33
UNFI,Body Fat-Diet System-Six RED 72ct,433.26,24,13
UNFI,Brain Awake 60ct,458.23,30,9
UNFI,Brain Awake RED 60ct,316.47,25,14
UNFI,CBD Balm 1000mg 2oz,116.04,3,1
UNFI,CBD Balm + Arnica 1000mg,415.36,9,3
UNFI,CBD Balm + Menthol 1000mg,223.72,5,3
UNFI,CBD Cream + Arnica 1000mg,415.36,9,3
UNFI,CBD Cream + Menthol 1000mg,695.0799999999999,15,7
UNFI,CBD Gel + Arnica 1000mg,88.92,2,1
UNFI,CLA Lean Body Fat Reduction 80ct,42.089999999999996,3,2
UNFI,Daily Gentle Cleanse 60ct,119.89,9,5
UNFI,Double Potency 5-HTP Extra 60ct,253.14,18,6
UNFI,Double- Potency Ginkgo Biloba 60ct,580.69,33,17
UNFI,EstroPause Menopause Support 80ct,27.8,2,1
UNFI,Extra Strength Ashwagandha 60ct,1324.3,81,20
UNFI,Extra Strength Colon Flush 60ct,1306.04,94,8
UNFI,Forskolin Fat-Loss Diet Stimulator 60ct,169.9,12,5
UNFI,Ginkgo Smart Maximum Focus & Memory 120ct VALUE SIZE,736.32,33,13
UNFI,Ginkgo Smart Maximum Focus & Memory 60ct,664.2,50,18
UNFI,Gluten & Dairy Digestive Aid 50ct,325.2,25,3
UNFI,Green Tea Fat Metabolizer 150ct VALUE SIZE,167.82,5,3
UNFI,Green Tea Fat Metabolizer 75ct,1606.02,99,28
UNFI,Healthy-Flow Saw Palmetto 60ct,1528.5900000000001,78,8
UNFI,High Potency Mega D3+K2 Turmeric Extract 60ct,3483.12,289,16
UNFI,Inholtra Premium Lubri-Joint 120ct,3540.1299999999997,128,13
UNFI,Keto-Karma Burn Fat RED 72ct,392.4,22,5
UNFI,L-Arginine + Horney Goat Weed 75ct,778.17,48,27
UNFI,Libido-Max for Active Men 60ct,338.39,22,10
UNFI,Liquid Quick-Delivery Ashwagandha Mind Body 10ct,3595.41,130,14
UNFI,Living Green Liquid-Gel Multi for MEN 120ct VALUE SIZE,618.3800000000001,25,11
UNFI,Living Green Liquid-Gel Multi for WOMEN 120ct VALUE SIZE,553.35,22,11
UNFI,Living Green Liquid-Gel Multi for WOMEN 90ct,390.37,19,6
UNFI,Longer Stronger Hair & Nails 60ct,741.81,57,21
UNFI,Maca Root and Ashwagandha 75ct,866.51,53,22
UNFI,Maximum Strength 3-in-1 Carb Blocker 150ct VALUE SIZE,861.36,33,10
UNFI,Maximum Strength 3-in-1 Carb Blocker 75ct,929.54,71,29
UNFI,Mental Clarity Information Retention 60ct,98.85,6,3
UNFI,Mighty Moringa 60ct,2292.6499999999996,163,32
UNFI,Milk Thistle Liver Cleanse 60ct,4668.99,302,73
UNFI,Milk Thistle Liver Detox 60ct,1846.46,118,39
UNFI,Multi-Herb Colon Cleanse 275ct ECONOMY SIZE,1279.9199999999998,67,24
UNFI,Next Level Steel Libido X2 75ct,1070.23,53,26
UNFI,Nitric Oxide Pre Sport 60ct,1070,70,24
UNFI,One-Per-Day Mega B-12 60ct,1212.15,106,42
UNFI,Only One Liquid-Gel Multi WITH IRON 60ct,425.80999999999995,29,8
UNFI,Only One Liquid-Gel Multi WITHOUT IRON 60ct,155.14,10,4
UNFI,Power to Sleep PM 60ct,237.57999999999998,18,4
UNFI,Power to Sleep PM 6mg Melatonin 60ct,1496.5700000000002,104,9
UNFI,Power to Sleep PM Melatonin-Free 50ct,169.34,11,4
UNFI,Pro-Active Male Prosta-Strong Healthy Urinary Flow 180ct VALUE SIZE,1470.9099999999999,34,12
UNFI,Pro-Active Male Prosta-Strong Healthy Urinary Flow 90ct,1631.0100000000002,70,26
UNFI,Prosta-Strong RED 80ct,141.42000000000002,7,4
UNFI,Respiratory Support & Defense 60ct,19965.15,1952,390
UNFI,Sensual Woman Endurance*Stress*Libido 60ct,594.03,31,16
UNFI,Steel-Libido 75ct,836.72,51,20
UNFI,Steel-Libido for WOMEN 75ct,828.46,50,22
UNFI,Steel-Libido Peak Testosterone 75ct,15.29,1,1
UNFI,Steel-Libido RED 75ct,515.94,33,9
UNFI,Stored Fat Belly Burner 60ct,1394.66,115,39
UNFI,Stress-Defy 84ct,852.42,46,4
UNFI,Super Cleanse 100ct,91338.47,7827,1544
UNFI,Super Cleanse 200ct ECONOMY SIZE,90365.8,6970,1388
UNFI,Testosterone-Extra Fat Burner 60ct,930.3800000000001,52,26
UNFI,Testosterone UP 60ct,901.76,41,21
UNFI,Testosterone UP Prostate Defense 60ct,677.94,25,11
UNFI,Testosterone UP RED 60ct,1125.8600000000001,51,16
UNFI,Testosterone Up Strength & Size 60ct,1439.48,61,29
UNFI,Thermo Burn Stubborn Fat Metabolizer 60ct,1187.58,78,16
UNFI,Triple-Boost Caffeine-Free Energy 75ct,96.84,6,2
UNFI,Triple Diet Fat Reduction Max Accelerator 72ct,926.1200000000001,65,22
UNFI,Triple Source MAGNESIUM ASHWAGANDHA 60ct,1362.17,95,35
UNFI,Ultimate Cleanse (2 Part Program),50691.93,2610,980
UNFI,Urgent Rescue Mega Vita-C 60ct,597.1,43,18
UNFI,Urinary Flush & Support 60ct,11238.1,1134,392
UNFI,V02 Max Performance Fat Burner 60ct,932.4899999999999,44,16
UNFI,Vision Sharp Multi-Nutrient Eye Health 42ct,587.51,36,17
UNFI,Weekend Colon Flush 16ct,458.73,71,18
UNFI,Whole Body Turmeric Curcumin C3 60ct,905.36,66,16
UNFI,Yohimbe-Plus Maximum Enhancement 100ct,151.57999999999998,9,5
